log_type,log_priority,log_function,log_date,log_date_gmt,log_host,log_username,log_user,log_url,log_referrer,log_data
brute_force,5,Invalid Login Attempt,2015-05-12 04:39:57,2015-05-12 04:39:57,197.248.120.234,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:40:18,2015-05-12 04:40:18,88.196.187.186,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:43:55,2015-05-12 04:43:55,91.205.155.135,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:45:44,2015-05-12 04:45:44,177.158.79.1,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:46:05,2015-05-12 04:46:05,88.196.187.186,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:46:33,2015-05-12 04:46:33,91.205.155.135,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:47:02,2015-05-12 04:47:02,95.155.10.76,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:47:45,2015-05-12 04:47:45,186.220.66.110,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:48:22,2015-05-12 04:48:22,180.241.0.16,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:50:22,2015-05-12 04:50:22,120.29.105.192,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:50:23,2015-05-12 04:50:23,186.220.66.110,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:51:20,2015-05-12 04:51:20,36.68.82.219,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:52:38,2015-05-12 04:52:38,123.231.44.111,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:52:59,2015-05-12 04:52:59,120.29.105.192,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:56:28,2015-05-12 04:56:28,91.205.155.135,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:58:30,2015-05-12 04:58:30,186.220.66.110,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 04:59:24,2015-05-12 04:59:24,36.68.82.219,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:00:24,2015-05-12 05:00:24,36.68.82.219,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:02:55,2015-05-12 05:02:55,88.196.187.186,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:02:57,2015-05-12 05:02:57,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:06:19,2015-05-12 05:06:19,120.29.105.192,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:06:24,2015-05-12 05:06:24,91.205.155.135,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:06:43,2015-05-12 05:06:43,95.155.10.76,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:09:09,2015-05-12 05:09:09,36.69.222.88,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:10:34,2015-05-12 05:10:34,212.252.103.115,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:10:35,2015-05-12 05:10:35,177.158.79.1,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:12:48,2015-05-12 05:12:48,84.109.194.83,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:14:26,2015-05-12 05:14:26,36.68.82.219,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:16:12,2015-05-12 05:16:12,95.155.10.76,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:16:19,2015-05-12 05:16:19,88.196.187.186,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:16:24,2015-05-12 05:16:24,219.92.22.43,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:16:32,2015-05-12 05:16:32,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:16:34,2015-05-12 05:16:34,193.77.149.190,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:18:27,2015-05-12 05:18:27,197.248.120.234,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:18:55,2015-05-12 05:18:55,36.68.82.219,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:19:08,2015-05-12 05:19:08,91.205.155.135,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:19:40,2015-05-12 05:19:40,196.252.156.166,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:21:11,2015-05-12 05:21:11,177.158.79.1,test,,,,
lockout,10,Host or User Lockout,2015-05-12 05:21:11,2015-05-12 05:21:11,,,,,,expires=2015-05-12 05:36:11expires_gmt=2015-05-12 05:36:11type=brute_force
brute_force,5,Invalid Login Attempt,2015-05-12 05:36:27,2015-05-12 05:36:27,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:36:41,2015-05-12 05:36:41,125.162.21.23,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:38:57,2015-05-12 05:38:57,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:40:09,2015-05-12 05:40:09,196.252.156.166,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:40:26,2015-05-12 05:40:26,197.248.120.234,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:40:48,2015-05-12 05:40:48,120.29.105.192,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:41:32,2015-05-12 05:41:32,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:42:28,2015-05-12 05:42:28,88.196.187.186,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:42:49,2015-05-12 05:42:49,95.155.10.76,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:44:10,2015-05-12 05:44:10,196.252.156.166,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:44:46,2015-05-12 05:44:46,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:45:27,2015-05-12 05:45:27,177.158.79.1,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:45:51,2015-05-12 05:45:51,39.34.120.47,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:46:13,2015-05-12 05:46:13,123.231.44.111,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:46:16,2015-05-12 05:46:16,91.205.155.135,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:47:33,2015-05-12 05:47:33,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:49:48,2015-05-12 05:49:48,186.220.66.110,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:50:52,2015-05-12 05:50:52,120.29.105.192,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:51:55,2015-05-12 05:51:55,196.252.156.166,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:52:20,2015-05-12 05:52:20,49.144.199.94,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:52:33,2015-05-12 05:52:33,212.252.103.115,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:52:39,2015-05-12 05:52:39,39.34.120.47,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:53:22,2015-05-12 05:53:22,197.248.120.234,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:53:54,2015-05-12 05:53:54,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:55:09,2015-05-12 05:55:09,212.252.103.115,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:55:20,2015-05-12 05:55:20,186.220.66.110,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 05:55:48,2015-05-12 05:55:48,196.252.156.166,test,,,,
lockout,10,Host or User Lockout,2015-05-12 05:55:48,2015-05-12 05:55:48,,,,,,expires=2015-05-12 06:10:48expires_gmt=2015-05-12 06:10:48type=brute_force
brute_force,5,Invalid Login Attempt,2015-05-12 06:11:19,2015-05-12 06:11:19,36.69.222.88,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:11:21,2015-05-12 06:11:21,84.109.194.83,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:13:56,2015-05-12 06:13:56,212.252.103.115,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:14:04,2015-05-12 06:14:04,88.196.187.186,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:16:27,2015-05-12 06:16:27,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:16:40,2015-05-12 06:16:40,177.158.79.1,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:17:02,2015-05-12 06:17:02,88.196.187.186,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:17:47,2015-05-12 06:17:47,196.252.156.166,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:17:56,2015-05-12 06:17:56,39.34.120.47,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:17:57,2015-05-12 06:17:57,186.220.66.110,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:18:09,2015-05-12 06:18:09,93.169.123.238,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:18:49,2015-05-12 06:18:49,219.92.22.43,test,,,,
lockout,10,Host or User Lockout,2015-05-12 06:18:49,2015-05-12 06:18:49,,,,,,expires=2015-05-12 06:33:49expires_gmt=2015-05-12 06:33:49type=brute_force
brute_force,5,Invalid Login Attempt,2015-05-12 06:34:19,2015-05-12 06:34:19,115.188.151.35,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:34:51,2015-05-12 06:34:51,196.252.156.166,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:34:58,2015-05-12 06:34:58,88.196.187.186,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:35:10,2015-05-12 06:35:10,186.220.66.110,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:39:31,2015-05-12 06:39:31,84.109.194.83,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:40:09,2015-05-12 06:40:09,197.248.120.234,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:40:44,2015-05-12 06:40:44,196.252.156.166,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:40:48,2015-05-12 06:40:48,186.220.66.110,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:41:36,2015-05-12 06:41:36,212.252.103.115,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:43:32,2015-05-12 06:43:32,91.205.155.135,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:43:43,2015-05-12 06:43:43,186.220.66.110,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:44:31,2015-05-12 06:44:31,197.248.120.234,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:44:52,2015-05-12 06:44:52,123.231.44.111,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:46:15,2015-05-12 06:46:15,124.6.181.200,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:46:47,2015-05-12 06:46:47,49.144.199.94,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:47:49,2015-05-12 06:47:49,120.29.105.192,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:48:11,2015-05-12 06:48:11,109.66.39.11,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:48:48,2015-05-12 06:48:48,91.205.155.135,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:49:09,2015-05-12 06:49:09,84.109.194.83,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:49:21,2015-05-12 06:49:21,212.252.103.115,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:50:11,2015-05-12 06:50:11,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:50:52,2015-05-12 06:50:52,123.231.44.111,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:51:48,2015-05-12 06:51:48,109.66.39.11,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:51:51,2015-05-12 06:51:51,212.252.103.115,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 06:52:28,2015-05-12 06:52:28,88.196.187.186,test,,,,
lockout,10,Host or User Lockout,2015-05-12 06:52:28,2015-05-12 06:52:28,,,,,,expires=2015-05-12 07:07:28expires_gmt=2015-05-12 07:07:28type=brute_force
brute_force,5,Invalid Login Attempt,2015-05-12 07:08:35,2015-05-12 07:08:35,186.220.66.110,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:09:28,2015-05-12 07:09:28,178.197.232.32,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:10:02,2015-05-12 07:10:02,212.252.103.115,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:10:04,2015-05-12 07:10:04,95.155.10.76,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:12:21,2015-05-12 07:12:21,88.196.187.186,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:12:23,2015-05-12 07:12:23,49.144.199.94,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:13:33,2015-05-12 07:13:33,95.155.10.76,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:14:35,2015-05-12 07:14:35,182.19.173.37,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:15:14,2015-05-12 07:15:14,91.205.155.135,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:15:24,2015-05-12 07:15:24,177.158.79.1,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:18:52,2015-05-12 07:18:52,177.158.79.1,test,,,,
brute_force,5,Invalid Login Attempt,2015-05-12 07:19:22,2015-05-12 07:19:22,49.144.199.94,test,,,,
